,age,gender,COB,hours_work,social_media_use,rent,friends_count,stress_level,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_usea,drug_useb,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest _1,mark_goal,hours_studying,lecture_mode,study_type,learner_style
335,17.0,Male,Indonesia,0.0,6.22,909.0,15.0,7.0,110.0,Single,0.0,0.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,7.0,75.0,7.0,I,It changes depending on the subject,Style 1
336,19.0,Female,Singapore,0.0,2.5,550.0,10.0,7.0,120.0,Single,0.0,0.0,14.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,10.0,4.0,100.0,3.0,I,It changes depending on the subject,Style 2
337,18.0,Female,Mongolia,0.0,3.0,550.0,5.0,6.0,110.0,Single,0.0,5.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,5.0,3.0,80.0,10.0,I,I work steadily all semester,Style 3
338,17.0,Male,Indonesia ,0.0,5.0,770.0,15.0,6.0,240.0,In a relationship,2.0,0.0,8.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,35.0,6.0,80.0,5.0,I,I leave things to the last minute,Style 2
339,19.0,Female,India,0.0,3.0,550.0,10.0,6.0,120.0,Its complicated,3.0,0.0,15.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,0.0,6.0,4.0,100.0,3.0,I,It changes depending on the subject,Style 2
340,19.0,Male,USA,0.0,5.2,0.0,20.0,3.0,200.0,Single,0.0,15.0,18.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,1.0,5.0,4.0,85.0,4.0,I,It changes depending on the subject,Style 1
341,18.0,Male,Australia,8.0,4.5,0.0,4.0,3.0,120.0,Single,0.0,6.0,2.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1.0,60.0,2.0,70.0,4.0,Recording,I work steadily all semester,Style 2
342,18.0,Female,Australia,0.0,1.5,499.0,25.0,1.0,130.0,Single,0.0,0.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,0.0,0.0,85.0,4.0,Lecture Slides,It changes depending on the subject,Style 3
343,20.0,Male,Australia,0.0,6.0,0.0,8.0,0.0,120.0,Its complicated,4.0,0.0,10.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,35.0,9.0,100.0,7.0,Recording,It changes depending on the subject,Style 3
344,21.0,Female,Mexico,0.0,11.2,480.0,2.0,4.0,120.0,Single,1.0,3.0,11.0,Have you ever used recreational drugs,No,,No,International,DATA1001,6.0,10.0,7.0,80.0,8.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
345,18.0,Female,New Zealand ,0.0,5.0,0.0,10.0,7.0,130.0,Single,10.0,10.0,7.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,15.0,5.0,80.0,5.0,Recording,It changes depending on the subject,Style 2
346,18.0,Female,India,7.0,4.0,0.0,20.0,4.0,90.0,In a relationship,7.0,10.0,5.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,120.0,3.0,90.0,2.0,Recording,I work steadily all semester,Style 2
347,25.0,Male,Canada,14.0,2.0,250.0,0.0,2.0,200.0,In a relationship,5.0,10.0,8.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,7.0,90.0,8.0,75.0,5.0,Recording,I work steadily all semester,Style 1
348,19.0,Female,China,60.0,3.0,450.0,7.0,8.0,120.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,40.0,9.0,90.0,8.0,I,I work steadily all semester,Style 1
349,19.0,Female,Australia,30.0,4.0,0.0,12.0,8.0,120.0,Single,3.0,1.0,11.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,3.0,35.0,4.0,80.0,3.0,Recording,It changes depending on the subject,Style 3
350,21.0,Female,Australia,25.0,2.5,0.0,7.0,7.0,120.0,In a relationship,10.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,4.0,50.0,3.0,70.0,10.0,Recording,It changes depending on the subject,Style 2
351,19.0,Male,Mongolia,0.0,6.45,0.0,6.0,2.0,130.0,Single,0.0,0.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,10.0,6.0,100.0,8.0,I,I work steadily all semester,Style 2
352,19.0,Female,Australia,0.0,4.5,0.0,10.0,2.0,150.0,Single,5.0,6.0,10.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,3.0,20.0,3.0,70.0,5.0,Recording,I leave things to the last minute,Style 3
353,19.0,Female,Australia,6.0,6.0,0.0,20.0,8.0,110.0,Single,0.0,0.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,120.0,5.0,80.0,3.0,I,I leave things to the last minute,Style 3
354,18.0,Male,China,20.0,50.0,359.0,2.0,5.0,130.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,3.0,10.0,5.0,100.0,10.0,I,I work steadily all semester,Style 1
355,19.0,Female,Australia,10.0,2.0,0.0,20.0,7.0,150.0,Single,1.0,0.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,2.0,90.0,4.0,90.0,4.0,Recording,I work steadily all semester,Style 3
356,17.0,Male,Vietnam,0.0,7.0,909.0,5.0,3.0,110.0,Single,3.0,0.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,15.0,4.0,70.0,10.0,I,It changes depending on the subject,Style 3
357,19.0,Male,China,20.0,4.0,730.0,7.0,7.0,100.0,Single,0.0,0.0,3.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,25.0,7.0,80.0,3.0,I,It changes depending on the subject,Style 3
358,18.0,Female,Vietnam,0.0,6.0,300.0,20.0,0.0,120.0,Single,0.0,4.0,9.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,7.0,85.0,3.0,Recording,It changes depending on the subject,Style 3
359,19.0,Female,China,19.0,12.3,660.0,6.0,3.0,90.0,Single,0.0,3.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,43.0,5.0,100.0,14.0,I,It changes depending on the subject,Style 2
360,18.0,Male,China,20.0,2.0,200.0,5.0,5.0,120.0,Single,0.0,3.0,4.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,6.0,100.0,4.0,I,It changes depending on the subject,Style 3
361,18.0,Male,Japan,0.0,6.5,0.0,1.0,7.0,120.0,In a relationship,80.0,0.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,0.0,120.0,5.0,100.0,20.0,Recording,I work steadily all semester,Style 2
362,21.0,Male,China,0.0,3.0,700.0,20.0,3.0,160.0,Single,1.0,6.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,30.0,3.0,70.0,2.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
363,19.0,Male,China,20.0,1.0,500.0,7.0,2.0,120.0,Single,0.0,0.0,6.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,15.0,6.0,90.0,3.0,Recording,I work steadily all semester,Style 3
364,20.0,Female,Australia,0.0,2.0,100.0,2.0,5.0,110.0,Its complicated,2.0,0.0,3.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,3.0,120.0,1.0,90.0,2.0,Recording,It changes depending on the subject,Style 1
365,18.0,Female,Indonesia,0.0,6.0,0.0,6.0,6.0,80.0,Single,0.0,5.0,8.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,54.0,1.0,100.0,2.0,I,I work steadily all semester,Style 3
366,18.0,Female,Australia,5.0,4.28,0.0,12.0,2.0,120.0,In a relationship,3.0,3.0,8.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,60.0,2.0,75.0,2.0,Recording,I work steadily all semester,Style 3
367,21.0,Male,China,2.0,2.0,2.0,3.0,5.0,120.0,Single,2.0,2.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2.0,2.0,6.0,50.0,12.0,Recording,I work steadily all semester,Style 1
368,19.0,Female,new zealand,0.0,8.0,0.0,0.0,0.0,110.0,Single,0.0,0.0,8.0,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,Domestic,DATA1001,0.0,60.0,1.0,100.0,3.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
369,18.0,Female,Australia,0.0,7.0,0.0,3.0,1.0,130.0,Single,2.0,2.0,4.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,60.0,5.0,70.0,3.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
370,18.0,Female,Australia,4.0,4.5,0.0,4.0,3.0,90.0,Single,0.0,0.0,2.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,50.0,3.0,90.0,2.0,I,I work steadily all semester,Style 2
371,18.0,Female,UK,0.0,3.0,0.0,30.0,6.0,130.0,Single,2.0,16.0,20.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,5.0,4.0,90.0,2.0,I,It changes depending on the subject,Style 3
372,17.0,Female,Myanmar,15.0,11.52,600.0,1.0,6.0,100.0,In a relationship,97.0,1.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,30.0,4.0,85.0,6.0,Recording,It changes depending on the subject,Style 2
373,18.0,Female,South korea,0.0,6.0,320.0,20.0,2.0,0.0,Single,0.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,30.0,5.0,80.0,5.0,Recording,I work steadily all semester,Style 3
374,18.0,Female,Taiwan,0.0,5.5,545.0,10.0,8.0,120.0,Single,0.0,0.0,15.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,2.0,0.0,100.0,1.0,I,I work steadily all semester,Style 3
375,18.0,Female,Australia,0.0,5.0,0.0,3.0,4.0,130.0,Single,0.0,0.0,5.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,70.0,4.0,80.0,2.0,Recording,It changes depending on the subject,Style 3
376,22.0,Female,Australia,4.0,25.0,400.0,4.0,5.0,120.0,Single,2.0,0.0,3.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,2.0,30.0,6.0,90.0,5.0,I,I work steadily all semester,Style 3
377,18.0,Female,Australia,7.0,3.0,0.0,20.0,3.0,150.0,In a relationship,5.0,0.0,17.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,60.0,6.0,85.0,5.0,I,It changes depending on the subject,Style 2
378,18.0,Male,Australia,12.0,2.75,0.0,12.0,7.0,140.0,Its complicated,0.0,0.0,12.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,70.0,6.0,80.0,4.0,Lecture Slides,I work steadily all semester,Style 2
379,18.0,Male,Indonesia,0.0,4.4,750.0,10.0,6.0,150.0,In a relationship,1.0,0.0,60.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,10.0,7.0,90.0,4.0,I,I work steadily all semester,Style 3
380,19.0,Female,Australia,8.0,6.6,0.0,10.0,7.0,210.0,Its complicated,5.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,90.0,0.0,80.0,1.0,I,I leave things to the last minute,Style 2
381,19.0,Male,China,1.5,3.5,356.0,50.0,2.0,120.0,Single,0.0,0.0,8.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,10.0,4.0,90.0,3.0,Recording,I work steadily all semester,Style 3
382,18.0,Male,New Zealand,0.0,6.5,354.0,7.0,1.0,80.0,Single,1.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,5.0,7.0,90.0,4.0,I,I work steadily all semester,Style 2
383,18.0,Female,China,0.0,6.0,400.0,3.0,7.0,120.0,Single,0.0,3.0,3.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,6.0,75.0,7.0,I,I work steadily all semester,Style 1
384,18.0,Male,hong kong,0.0,5.2,0.0,2.0,4.0,120.0,Single,0.0,0.0,5.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,60.0,1.0,70.0,4.0,Recording,It changes depending on the subject,Style 2
385,18.0,Male,New Zealand,0.0,3.0,0.0,20.0,2.0,140.0,In a relationship,6.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,50.0,3.0,85.0,2.0,I,It changes depending on the subject,Style 3
386,18.0,Female,Australia,10.0,4.0,0.0,17.0,2.0,90.0,Single,0.0,1.0,3.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,75.0,5.0,85.0,2.0,Recording,It changes depending on the subject,Style 2
387,19.0,Female,united arab emirates,0.0,8.3,3000.0,7.0,4.0,100.0,Its complicated,0.0,0.0,15.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,30.0,7.0,100.0,4.0,I,It changes depending on the subject,Style 3
388,18.0,Male,South Korea,0.0,2.75,270.0,16.0,1.0,160.0,Single,0.0,1.0,16.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,6.0,80.0,3.0,Recording,I work steadily all semester,Style 3
389,19.0,Female,Mongolia,0.0,11.0,200.0,10.0,7.0,200.0,Its complicated,2.0,0.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,15.0,8.0,100.0,4.0,Recording,I work steadily all semester,Style 1
390,18.0,Male,Republic of China (Taiwan),14.0,2.5,0.0,8.0,1.0,50.0,Single,0.0,0.0,6.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,60.0,6.0,70.0,3.0,Recording,It changes depending on the subject,Style 1
391,19.0,Male,China,6.0,1.53,189.0,10.0,1.0,100.0,Single,3.0,9.0,6.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,10.0,4.0,100.0,7.0,I,It changes depending on the subject,Style 2
392,19.0,Female,Taiwan,10.0,5.0,599.0,0.0,5.0,110.0,Single,0.0,0.0,10.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,45.0,5.0,90.0,3.0,I,It changes depending on the subject,Style 3
393,25.0,Male,Australia,0.0,3.0,0.0,0.0,2.0,180.0,Its complicated,15.0,0.0,9.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,2.0,35.0,8.0,85.0,3.0,I,I work steadily all semester,Style 3
394,19.0,Female,Australia,0.0,0.0,0.0,5.0,0.0,60.0,Single,0.0,0.0,1.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,50.0,7.0,90.0,2.0,Recording,I work steadily all semester,Style 1
395,19.0,Female,Republic of Korea,0.0,1.0,0.0,10.0,3.0,180.0,Single,5.0,0.0,13.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,40.0,5.0,85.0,2.0,Recording,It changes depending on the subject,Style 3
396,22.0,Male,India,0.0,4.34,549.0,2.0,3.0,196.0,In a relationship,3.0,0.0,12.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,8.0,75.0,2.0,Recording,I work steadily all semester,Style 3
397,21.0,Male,Australia,15.0,10.0,0.0,6.0,5.0,200.0,Single,0.0,15.0,12.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,8.0,60.0,2.0,80.0,4.0,Recording,It changes depending on the subject,Style 2
398,20.0,Male,China,2.0,6.0,650.0,10.0,6.0,100.0,Single,30.0,10.0,4.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,6.0,70.0,5.0,Other,I work steadily all semester,Style 1
399,19.0,Female,Australia,12.0,7.4,0.0,13.0,4.0,120.0,Single,0.0,0.0,25.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,80.0,6.0,80.0,2.0,Recording,It changes depending on the subject,Style 3
400,20.0,Female,Australia,15.0,3.5,0.0,2.0,3.0,60.0,Single,1.0,4.0,5.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,30.0,2.0,60.0,2.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
401,18.0,Male,Australia,15.0,6.5,0.0,3.0,5.0,180.0,Single,0.0,1.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,60.0,1.0,90.0,1.0,I,It changes depending on the subject,Style 3
402,21.0,Female,China,5.0,8.15,450.0,10.0,5.0,60.0,In a relationship,6.0,4.0,12.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4.0,15.0,8.0,75.0,26.0,Recording,I work steadily all semester,Style 3
403,20.0,Male,England ,15.0,3.75,0.0,0.0,4.0,110.0,Single,30.0,10.0,6.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,3.0,60.0,4.0,85.0,3.0,Recording,I work steadily all semester,Style 1
404,18.0,Male,Australia,21.0,2.25,0.0,12.0,10.0,137.0,Single,50.0,0.0,15.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1.0,35.0,5.0,85.0,2.0,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
405,19.0,Male,China,6.0,6.26,789.0,10.0,6.0,120.0,In a relationship,40.0,10.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,6.0,36.0,4.0,99.0,3.0,I,I work steadily all semester,Style 1
406,18.0,Male,India,40.0,8.0,0.0,4.0,7.0,180.0,Single,8.0,33.0,15.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,100.0,8.0,100.0,3.0,I,I work steadily all semester,Style 2
407,21.0,Female,Australia,22.0,10.5,0.0,40.0,2.0,180.0,Its complicated,8.0,14.0,25.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,7.0,100.0,1.0,89.0,3.0,Recording,It changes depending on the subject,Style 2
408,19.0,Male,China,0.0,1.0,830.0,7.0,8.0,270.0,In a relationship,8.0,3.0,6.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,7.0,100.0,2.0,I,It changes depending on the subject,Style 3
409,19.0,Female,Australia,509.18,2.0,0.0,10.0,9.0,110.0,Single,1.0,18.0,5.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,100.0,3.0,100.0,5.0,I,It changes depending on the subject,Style 3
410,20.0,Female,Taiwan,0.0,4.66,620.0,4.0,2.0,160.0,Single,2.0,0.0,11.0,Have you ever used recreational drugs,Yes,,Yes,International,DATA1001,2.0,15.0,7.0,88.0,3.0,Recording,It changes depending on the subject,Style 2
411,18.0,Female,Bangladesh ,7.5,2.5,0.0,7.0,3.0,120.0,Single,0.0,0.0,7.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,70.0,1.0,90.0,2.0,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
412,23.0,Male,India,12.0,8.0,300.0,1.0,6.0,130.0,Single,8.0,0.0,4.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1901,6.0,60.0,7.0,95.0,3.0,Lecture Slides,It changes depending on the subject,Style 1
413,19.0,Female,China,0.0,2.5,0.0,10.0,3.0,125.0,Single,0.0,0.0,15.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,90.0,7.0,85.0,5.0,Recording,I work steadily all semester,Style 3
414,18.0,Female,Australia,0.0,3.59,0.0,8.0,9.0,70.0,Single,0.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,75.0,6.0,85.0,6.0,I,It changes depending on the subject,Style 3
415,18.0,Female,Australia,15.0,5.08,0.0,10.0,6.0,115.0,Single,3.0,0.0,10.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1.0,40.0,2.0,70.0,3.0,I,I leave things to the last minute,Style 2
416,18.0,Female,China,10.0,6.3,600.0,2.0,3.0,80.0,Single,0.0,0.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,6.0,20.0,6.0,85.0,20.0,Lecture Slides,It changes depending on the subject,Style 3
417,18.0,Male,Australia,0.0,2.0,0.0,0.0,6.0,120.0,Single,0.0,2.0,2.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,90.0,2.0,75.0,2.0,Recording,It changes depending on the subject,Style 1
418,18.0,Male,Australia,0.0,6.0,440.0,12.0,6.0,0.0,Single,0.0,1.0,6.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,10.0,3.0,87.0,4.0,I,It changes depending on the subject,Style 2
419,27.0,Female,Australia,18.0,4.0,300.0,3.0,5.0,130.0,Single,0.0,7.0,10.0,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,8.0,45.0,5.0,80.0,3.0,I,I leave things to the last minute,Style 1
420,19.0,Male,Australia,0.0,4.0,0.0,8.0,8.0,130.0,Single,0.0,4.0,15.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,100.0,2.0,60.0,0.0,Recording,It changes depending on the subject,Style 2
421,18.0,Female,Iraq,2.0,2.67,0.0,3.0,6.0,90.0,Single,0.0,0.0,6.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,110.0,2.0,70.0,2.0,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
422,19.0,Male,India,0.0,1.5,469.0,20.0,3.0,140.0,Single,1.0,3.0,8.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,10.0,3.0,80.0,15.0,I,It changes depending on the subject,Style 1
423,18.0,Male,China,30.0,4.0,1000.0,10.0,9.0,0.0,Single,5.0,0.0,3.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,20.0,8.0,100.0,20.0,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
424,19.0,Female,Australia,0.0,3.0,0.0,18.0,5.0,110.0,Single,0.0,0.5,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,65.0,1.0,80.0,3.0,Recording,It changes depending on the subject,Style 2
425,29.0,Male,USA,40.0,2.0,500.0,5.0,3.0,48.0,In a relationship,1.0,0.0,15.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,25.0,6.0,85.0,8.0,I,I work steadily all semester,Style 1
426,17.0,Male,India,0.0,9.0,222.0,3.0,5.0,111.0,Single,0.0,0.0,5.0,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1.0,80.0,3.0,51.0,0.0,Recording,I leave things to the last minute,Style 3
427,19.0,Female,China,20.0,3.0,850.0,2.0,4.0,140.0,In a relationship,100.0,3.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,20.0,5.0,100.0,1.0,Recording,I work steadily all semester,Style 2
428,18.0,Male,New Zealand,4.0,2.0,354.0,15.0,7.0,120.0,Single,0.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1.0,20.0,4.0,95.0,4.0,Recording,I work steadily all semester,Style 3
429,18.0,Male,India,0.0,2.0,600.0,20.0,0.0,220.0,In a relationship,4.0,8.0,7.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,International,DATA1001,0.0,2.0,8.0,85.0,6.0,I,It changes depending on the subject,Style 2
430,18.0,Female,Australia,13.0,9.75,0.0,3.0,7.0,130.0,In a relationship,8.0,1.0,3.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,90.0,4.0,100.0,1.0,Recording,It changes depending on the subject,Style 3
431,22.0,Female,USA,0.0,4.0,0.0,5.0,2.0,100.0,Single,15.0,0.0,7.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4.0,90.0,2.0,75.0,4.0,Recording,It changes depending on the subject,Style 3
432,18.0,Male,Indonesia ,0.0,5.0,850.0,20.0,2.0,140.0,Single,3.0,5.0,5.0,Have you ever used recreational drugs,Yes,,Yes,International,DATA1001,1.0,5.0,4.0,7.0,2.0,I,It changes depending on the subject,Style 2
433,19.0,Female,China,17.0,7.25,725.0,2.0,5.0,100.0,Single,0.0,0.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1.0,20.0,5.0,80.0,8.0,Recording,It changes depending on the subject,Style 2
434,19.0,Male,China,50.0,2.0,800.0,7.0,5.0,80.0,Single,0.0,7.0,2.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,30.0,5.0,75.0,10.0,I,I work steadily all semester,Style 3
435,19.0,Male,India,0.0,5.3,815.0,10.0,3.0,110.0,Its complicated,15.0,5.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,15.0,6.0,77.0,15.0,I,I leave things to the last minute,Style 3
436,18.0,Male,China,0.0,2.75,1000.0,10.0,7.0,220.0,In a relationship,2.0,0.0,4.0,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,0.0,30.0,3.0,90.0,5.0,I,I work steadily all semester,Style 3
437,18.0,Male,China,30.0,3.0,500.0,3.0,3.0,0.0,Single,5.0,10.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,3.0,7.0,50.0,50.0,Lecture Slides,I work steadily all semester,Style 1
438,20.0,Male,Bangladesh,0.0,4.5,0.0,5.0,1.0,100.0,Single,1.0,1.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,75.0,8.0,90.0,4.0,Recording,I work steadily all semester,Style 1
439,19.0,Male,China,10.0,10.0,500.0,5.0,5.0,50.0,Single,0.0,5.0,5.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,20.0,7.0,85.0,20.0,I,It changes depending on the subject,Style 1
440,19.0,Male,China,0.0,5.0,500.0,5.0,3.0,140.0,In a relationship,1.0,0.0,10.0,Have you ever used recreational drugs,No,,No,International,DATA1001,0.0,50.0,4.0,95.0,5.0,Recording,I work steadily all semester,Style 3
441,19.0,Female,China,0.0,6.0,460.0,5.0,6.0,120.0,Its complicated,3.0,2.0,25.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,40.0,7.0,80.0,8.0,I,It changes depending on the subject,Style 1
442,20.0,Female,China,10.0,5.0,659.0,7.0,4.0,110.0,In a relationship,3.0,2.0,5.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2.0,20.0,6.0,8.0,5.0,Lecture Slides,I leave things to the last minute,Style 3
443,19.0,Female,China,10.0,5.0,500.0,4.0,6.0,140.0,Single,0.0,0.0,7.0,Have you ever used recreational drugs,No,,No,International,DATA1001,1.0,15.0,6.0,75.0,3.0,I,It changes depending on the subject,Style 2
444,18.0,Female,China,0.0,10.0,0.0,6.0,4.0,135.0,Single,0.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0.0,50.0,7.0,100.0,6.0,Recording,It changes depending on the subject,Style 2
445,19.0,Female,China,30.0,3.85,347.0,0.0,5.0,0.0,Single,0.0,0.0,3.0,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2.0,30.0,7.0,85.0,3.0,Recording,I work steadily all semester,Style 1
446,23.0,Female,Australia,24.0,2.0,170.0,2.0,7.0,130.0,In a relationship,10.0,10.0,30.0,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1.0,20.0,4.0,93.0,4.0,I,It changes depending on the subject,Style 3
