Progress,consent ,age ,gender ,country_of_birth ,country_of_birth _5_TEXT,hours_work ,social_media_use ,rent ,friends_count ,si_1,highest_speed ,relationship_status ,dates ,standard_drinks ,countries ,drug_use_q,drug_usea,drug_useb ,drug_use_ans,student_type ,mainstream_advanced ,semesters ,commute ,data_interest _1,mark_goal ,hours_studying ,lecture_mode ,study_type ,learner_style 
100,I consent to take part in the study,22,Female,Australia,,4,25,400,4,5,120,Single,2,0,3,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,2,30,6,90,5,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,Australia,,7,3,0,20,3,150,In a relationship,5,0,17,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,60,6,85,5,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,Australia,,12,2.75,0,12,7,140,Its complicated,0,0,12,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,70,6,80,4,Lecture Slides,I work steadily all semester,Style 2
100,I consent to take part in the study,18,Male,Other Please Specify,Indonesia,0,4.4,750,10,6,150,In a relationship,1,0,60,Have you ever used recreational drugs,No,,No,International,DATA1001,0,10,7,90,4,I,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Female,Australia,,8,6.6,0,10,7,210,Its complicated,5,0,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,90,0,80,1,I,I leave things to the last minute,Style 2
100,I consent to take part in the study,19,Male,China,,1.5,3.5,356,50,2,120,Single,0,0,8,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,10,4,90,3,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,New Zealand,0,6.5,354,7,1,80,Single,1,0,5,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,5,7,90,4,I,I work steadily all semester,Style 2
100,I consent to take part in the study,18,Female,China,,0,6,400,3,7,120,Single,0,3,3,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,6,75,7,I,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Male,Other Please Specify,hong kong,0,5.2,0,2,4,120,Single,0,0,5,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,60,1,70,4,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,Other Please Specify,New Zealand,0,3,0,20,2,140,In a relationship,6,0,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,50,3,85,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Female,Australia,,10,4,0,17,2,90,Single,0,1,3,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,75,5,85,2,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Female,Other Please Specify,united arab emirates,0,8.3,3000,7,4,100,Its complicated,0,0,15,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,30,7,100,4,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,South Korea,0,2.75,270,16,1,160,Single,0,1,16,Have you ever used recreational drugs,No,,No,International,DATA1001,0,30,6,80,3,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Female,Other Please Specify,Mongolia,0,11,200,10,7,200,Its complicated,2,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,15,8,100,4,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Male,Other Please Specify,Republic of China (Taiwan),14,2.5,0,8,1,50,Single,0,0,6,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,60,6,70,3,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,China,,6,1.53,189,10,1,100,Single,3,9,6,Have you ever used recreational drugs,No,,No,International,DATA1001,0,10,4,100,7,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Female,Other Please Specify,Taiwan,10,5,599,0,5,110,Single,0,0,10,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,45,5,90,3,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,25,Male,Australia,,0,3,0,0,2,180,Its complicated,15,0,9,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,2,35,8,85,3,I,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Female,Australia,,0,0,0,5,0,60,Single,0,0,1,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,50,7,90,2,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Female,Other Please Specify,Republic of Korea,0,1,0,10,3,180,Single,5,0,13,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,40,5,85,2,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Male,China,,10,3,7000,0,8,120,Single,0,0,10,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,20,5,85,7,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,22,Male,India,,0,4.34,549,2,3,196,In a relationship,3,0,12,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,8,75,2,Recording,I work steadily all semester,Style 3
100,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,I consent to take part in the study,21,Male,Australia,,15,10,0,6,5,200,Single,0,15,12,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,8,60,2,80,4,Recording,It changes depending on the subject,Style 2
100,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,I consent to take part in the study,20,Male,China,,2,6,650,10,6,100,Single,30,10,4,Have you ever used recreational drugs,No,,No,International,DATA1001,0,30,6,70,5,Other,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Female,Australia,,12,7.4,0,13,4,120,Single,0,0,25,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,80,6,80,2,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,20,Female,Australia,,15,3.5,0,2,3,60,Single,1,4,5,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,30,2,60,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Male,Australia,,15,6.5,0,3,5,180,Single,0,1,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,60,1,90,1,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,21,Female,China,,5,8.15,450,10,5,60,In a relationship,6,4,12,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4,15,8,75,26,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Male,Other Please Specify,England ,15,3.75,0,0,4,110,Single,30,10,6,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,3,60,4,85,3,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Male,Australia,,21,2.25,0,12,10,137,Single,50,0,15,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1,35,5,85,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Male,China,,6,6.26,789,10,6,120,In a relationship,40,10,5,Have you ever used recreational drugs,No,,No,International,DATA1001,6,36,4,99,3,I,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Male,India,,40,8,0,4,7,180,Single,8,33,15,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,100,8,100,3,I,I work steadily all semester,Style 2
100,I consent to take part in the study,21,Female,Australia,,22,10.5,0,40,2,180,Its complicated,8,14,25,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,7,100,1,89,3,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Male,China,,0,1,830,7,8,270,In a relationship,8,3,6,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,7,100,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Female,Australia,,509.18,2,0,10,9,110,Single,1,18,5,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,100,3,100,5,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,20,Female,Other Please Specify,Taiwan,0,4.66,620,4,2,160,Single,2,0,11,Have you ever used recreational drugs,Yes,,Yes,International,DATA1001,2,15,7,88,3,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Other Please Specify,Bangladesh ,7.5,2.5,0,7,3,120,Single,0,0,7,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,70,1,90,2,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
100,I consent to take part in the study,23,Male,India,,12,8,300,1,6,130,Single,8,0,4,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1901,6,60,7,95,3,Lecture Slides,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,China,,0,2.5,0,10,3,125,Single,0,0,15,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,90,7,85,5,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,Australia,,0,3.59,0,8,9,70,Single,0,0,5,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,75,6,85,6,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Female,Australia,,15,5.08,0,10,6,115,Single,3,0,10,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1,40,2,70,3,I,I leave things to the last minute,Style 2
100,I consent to take part in the study,18,Female,China,,10,6.3,600,2,3,80,Single,0,0,2,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,6,20,6,85,20,Lecture Slides,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,Australia,,0,2,0,0,6,120,Single,0,2,2,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,90,2,75,2,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Male,Australia,,0,6,440,12,6,0,Single,0,1,6,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,10,3,87,4,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,27,Female,Australia,,18,4,300,3,5,130,Single,0,7,10,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,8,45,5,80,3,I,I leave things to the last minute,Style 1
100,I consent to take part in the study,19,Male,Australia,,0,4,0,8,8,130,Single,0,4,15,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,100,2,60,0,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Other Please Specify,Iraq,2,2.67,0,3,6,90,Single,0,0,6,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,110,2,70,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Male,India,,0,1.5,469,20,3,140,Single,1,3,8,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,10,3,80,15,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Male,China,,30,4,1000,10,9,0,Single,5,0,3,Have you ever used recreational drugs,No,,No,International,DATA1001,1,20,8,100,20,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
100,I consent to take part in the study,19,Female,Australia,,0,3,0,18,5,110,Single,0,0.5,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,65,1,80,3,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,29,Male,USA,,40,2,500,5,3,48,In a relationship,1,0,15,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,25,6,85,8,I,I work steadily all semester,Style 1
100,I consent to take part in the study,17,Male,India,,0,9,222,3,5,111,Single,0,0,5,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,80,3,51,0,Recording,I leave things to the last minute,Style 3
100,I consent to take part in the study,19,Female,China,,20,3,850,2,4,140,In a relationship,100,3,5,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,5,100,1,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,18,Male,Other Please Specify,New Zealand,4,2,354,15,7,120,Single,0,0,3,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,20,4,95,4,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,India,,0,2,600,20,0,220,In a relationship,4,8,7,Have you ever gotten high off illicit drugs?,,Yes,Yes,International,DATA1001,0,2,8,85,6,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,Australia,,13,9.75,0,3,7,130,In a relationship,8,1,3,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,90,4,100,1,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,22,Female,USA,,0,4,0,5,2,100,Single,15,0,7,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4,90,2,75,4,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,Other Please Specify,Indonesia ,0,5,850,20,2,140,Single,3,5,5,Have you ever used recreational drugs,Yes,,Yes,International,DATA1001,1,5,4,7,2,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Female,China,,17,7.25,725,2,5,100,Single,0,0,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,20,5,80,8,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Male,China,,50,2,800,7,5,80,Single,0,7,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,30,5,75,10,I,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Male,India,,0,5.3,815,10,3,110,Its complicated,15,5,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,6,77,15,I,I leave things to the last minute,Style 3
100,I consent to take part in the study,18,Male,China,,0,2.75,1000,10,7,220,In a relationship,2,0,4,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,0,30,3,90,5,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Male,China,,30,3,500,3,3,0,Single,5,10,5,Have you ever used recreational drugs,No,,No,International,DATA1001,0,3,7,50,50,Lecture Slides,I work steadily all semester,Style 1
100,I consent to take part in the study,20,Male,Other Please Specify,Bangladesh,0,4.5,0,5,1,100,Single,1,1,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,75,8,90,4,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Male,China,,10,10,500,5,5,50,Single,0,5,5,Have you ever used recreational drugs,No,,No,International,DATA1001,1,20,7,85,20,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,China,,0,5,500,5,3,140,In a relationship,1,0,10,Have you ever used recreational drugs,No,,No,International,DATA1001,0,50,4,95,5,Recording,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Female,China,,0,6,460,5,6,120,Its complicated,3,2,25,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,40,7,80,8,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,20,Female,China,,10,5,659,7,4,110,In a relationship,3,2,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2,20,6,8,5,Lecture Slides,I leave things to the last minute,Style 3
100,I consent to take part in the study,19,Female,China,,10,5,500,4,6,140,Single,0,0,7,Have you ever used recreational drugs,No,,No,International,DATA1001,1,15,6,75,3,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,China,,0,10,0,6,4,135,Single,0,0,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,50,7,100,6,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Female,China,,30,3.85,347,0,5,0,Single,0,0,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2,30,7,85,3,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,23,Female,Australia,,24,2,170,2,7,130,In a relationship,10,10,30,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,1,20,4,93,4,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,21,Male,China,,5,3,1600,5,4,120,Single,0,1,5,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,20,2,70,1,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,China,,0,20,600,2,7,120,In a relationship,30,0,3,Have you ever used recreational drugs,No,,No,International,DATA1001,0,15,8,90,8,Other,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Female,China,,4,2.45,700,5,6,0,Single,0,2,5,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,6,90,2,I,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,China,,40,0.5,689,15,4,120,Single,90,5,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,20,10,100,4,I,I work steadily all semester,Style 1
100,I consent to take part in the study,18,Female,Australia,,12,3,0,5,7,150,Single,1,0,4,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,0,100,3,75,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
100,I consent to take part in the study,17,Male,Other Please Specify,Indonesia ,0,5,500,25,5,150,In a relationship,10,0,8,Have you ever used recreational drugs,No,,No,International,DATA1001,0,30,8,90,5,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,Other Please Specify,indonesia,0,4.5,720,25,5,220,Single,0,0,20,Have you ever used recreational drugs,No,,No,International,DATA1001,0,25,6,100,4,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,20,Male,China,,70,4,500,1,5,120,Single,0,0,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,20,7,80,10,I,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Male,China,,0,30,600,6,6,140,Single,0,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,10,7,85,4,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Male,China,,0,5,680,10,5,90,Single,0,0,8,Have you ever used recreational drugs,Yes,,Yes,International,DATA1001,1,20,5,100,5,I,I leave things to the last minute,Style 2
100,I consent to take part in the study,18,Male,India,,0,2.1,490,25,3,120,Single,0,3,2,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,10,90,10,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,24,Male,Australia,,10,3.5,150,2,7,200,Single,0,0,5,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,5,60,6,100,6,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,23,Female,Other Please Specify,Singapore,1,7,650,10,6,70,Single,6,0,12,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,3,10,6,95,5,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,20,Female,Other Please Specify,Botswana ,0,4,0,0,7,150,Single,0,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,5,85,8,I,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Male,China,,12,5,520,1,7,120,In a relationship,3,3,4,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,30,6,85,5,I,I leave things to the last minute,Style 1
100,I consent to take part in the study,18,Female,China,,0,2.2,739,5,7,65,Single,0,0,9,Have you ever used recreational drugs,No,,No,International,DATA1001,0,15,7,90,12,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,Other Please Specify,Lebanon,0,5,200,12,1,60,Single,0,0,2,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,45,7,90,3,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Male,Other Please Specify,New Zealand,0,1.75,360,5,5,120,In a relationship,40,5,5,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,15,8,90,3,Recording,I leave things to the last minute,Style 3
100,I consent to take part in the study,20,Female,Australia,,0,5.4,0,6,4,125,In a relationship,10,4,5,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,3,30,2,80,2,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,19,Female,China,,42,7,760,1,6,140,Single,1,0,5,Have you ever used recreational drugs,No,,No,International,DATA1001,4,20,7,90,7,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Female,Australia,,32,7.1,0,3,2,120,In a relationship,20,20,22,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,4,30,3,80,2,I,I leave things to the last minute,Style 1
100,I consent to take part in the study,18,Male,Other Please Specify,Saudi Arabia,0,5.25,600,10,3,191,Single,0,0,6,Have you ever used recreational drugs,No,,No,International,DATA1001,0,10,5,80,6,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,China,,9,3,410,2,4,1,Single,0,0,2,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,40,7,100,6,I,I work steadily all semester,Style 1
100,I consent to take part in the study,17,Female,India,,0,0.9,549,18,0,120,Single,0,0,9,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,10,3,80,4,I,I work steadily all semester,Style 3
100,I consent to take part in the study,19,Male,Other Please Specify,Mongolia,0,4.21,0,3,4,140,Single,0,0,4,Have you ever used recreational drugs,No,,No,International,DATA1901,2,4,7,95,4,I,I leave things to the last minute,Style 1
100,I consent to take part in the study,20,Male,China,,25,8,659,3,6,130,In a relationship,1,7,3,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,45,8,80,10,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,Australia,,4,7.5,0,10,6,130,Single,6,0,4,Have you ever used recreational drugs,Yes,,Yes,Domestic,DATA1001,1,100,3,75,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,Australia,,0,2.47,0,4,1,110,In a relationship,10,0,5,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,30,5,85,5,Recording,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,Australia,,0,3.38,0,8,2,140,Single,0,0,2,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,70,6,90,4,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,18,Male,China,,25,3,750,4,7,100,Single,100,3,4,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,5,6,85,5,Recording,I work steadily all semester,Style 2
100,I consent to take part in the study,18,Male,China,,15,1,750,6,8,70,Single,100,3,7,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,40,9,85,20,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,22,Female,Other Please Specify,UK,0,6,350,10,5,120,Single,6,2,20,Have you ever used recreational drugs,No,,No,International,DATA1001,4,30,7,60,10,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,20,Prefer not to say,Other Please Specify,Vietnam,0,5,360,8,6,120,Its complicated,0,7,5,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,International,DATA1001,4,40,7,85,4,Lecture Slides,It changes depending on the subject,Style 3
100,I consent to take part in the study,20,Female,USA,,0,6.25,0,7,7,144,Single,0,2,12,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,4,20,7,80,3,I,I work steadily all semester,Style 3
100,I consent to take part in the study,23,Female,USA,,20,8,0,0,8,160,Single,0,7,7,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,7,70,3,80,20,Recording,I leave things to the last minute,Style 3
100,I consent to take part in the study,20,Female,Other Please Specify,Germany,0,2.21,699,30,1,250,In a relationship,4,6,30,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,International,DATA1001,4,10,5,80,4,Recording,I work steadily all semester,Style 1
100,I consent to take part in the study,19,Male,China,,3,6,480,3,7,170,Single,0,0,2,Have you ever used recreational drugs,No,,No,International,DATA1001,0,40,4,75,7,Recording,I leave things to the last minute,Style 2
100,I consent to take part in the study,17,Male,Other Please Specify,Vietnam,0,5.47,756,4,1,120,Single,0,0,7,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,15,9,80,3,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,China,,5,10,800,5,5,200,Single,0,0,10,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,20,5,75,3,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,0,6.22,165,8,5,120,In a relationship,1,2,3,Have you ever used recreational drugs,No,,No,International,DATA1001,0,20,7,100,3,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Male,India,,0,2.5,500,1,3,150,In a relationship,2,4,11,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,10,7,80,5,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,India,,0,6,456,1,10,120,In a relationship,0,7,2,Have you ever used recreational drugs,Prefer not to say,,Prefer not to say,International,DATA1001,1,10,7,60,3,Recording,I leave things to the last minute,Style 2
100,I consent to take part in the study,20,Female,China,,24,6,620,20,8,130,Single,0,8,10,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,2,50,7,90,6,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,China,,24,3.5,510,4,7,170,Single,31,2,14,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,1,15,0,90,4,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,19,Female,China,,12,1,0,2,2,90,Single,0,0,3,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,2,40,7,85,3,I,I leave things to the last minute,Style 3
100,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,I consent to take part in the study,20,Male,China,,0,5,1280,6,4,120,Single,0,0,7,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,60,6,80,5,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Male,China,,0,6,900,3,10,0,Single,0,0,10,Have you ever used recreational drugs,No,,No,International,DATA1001,0,40,5,60,6,I,I work steadily all semester,Style 2
100,I consent to take part in the study,20,Female,Australia,,24,29.29,80,2,8,130,Single,5,2,3,Have you ever gotten high off illicit drugs?,,Yes,Yes,Domestic,DATA1001,2,30,7,75,5,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,18,Female,India,,16,6,0,2,1,110,Single,0,0,4,Have you ever used recreational drugs,No,,No,Domestic,DATA1001,1,90,4,85,3,I,I work steadily all semester,Style 3
100,I consent to take part in the study,20,Male,Other Please Specify,New Zealand,10,5,450,5,6,130,Its complicated,2,0,4,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1901,5,20,4,100,6,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
100,I consent to take part in the study,19,Female,China,,10,4,410,5,6,150,Single,0,0,4,Have you ever used recreational drugs,No,,No,International,DATA1001,5,15,10,100,10,I,I work steadily all semester,Style 3
100,I consent to take part in the study,18,Female,India,,0,5.38,539,0,8,140,Single,0,0,4,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1901,0,30,9,94,1,I,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,Australia,,25,3.5,50,20,7,120,Single,1,5,4,Have you ever gotten high off illicit drugs?,,No,No,Domestic,DATA1001,1,10,4,70,2,Recording,It changes depending on the subject,Style 1
100,I consent to take part in the study,19,Female,India,,13.5,5,400,5,8,60,Single,0,4,5,Have you ever used recreational drugs,No,,No,International,DATA1001,2,5,5,90,3,I,It changes depending on the subject,Style 2
100,I consent to take part in the study,18,Female,China,,14,9.1,715,7,4,120,In a relationship,25,6,6,Have you ever gotten high off illicit drugs?,,No,No,International,DATA1001,0,10,9,90,5,Recording,It changes depending on the subject,Style 3
100,I consent to take part in the study,20,Female,China,,0,4.77,400,4,6,120,Single,0,0,3,Have you ever used recreational drugs,No,,No,International,DATA1001,1,30,4,70,3,I,It changes depending on the subject,Style 2
